cohort,seed,cell_type,rank,gene
LUAD,0,Epithelial,198,KRT4
LUAD,0,Epithelial,199,DSP
LUAD,0,Epithelial,200,MIPOL1
LUAD,0,Fibroblast,1,COL1A2
LUAD,0,Fibroblast,2,DCN
LUAD,0,Fibroblast,3,LUM
LUAD,0,Fibroblast,4,COL1A1
LUAD,0,Fibroblast,5,KRT16
LUAD,0,Fibroblast,6,C2CD4C
LUAD,0,Fibroblast,7,IGFALS
LUAD,0,Fibroblast,8,ANKK1
LUAD,0,Fibroblast,9,TMEM229A
LUAD,0,Fibroblast,10,FRMD1
LUAD,0,Fibroblast,11,NDN
LUAD,0,Fibroblast,12,KRT75
LUAD,0,Fibroblast,13,CCL15-CCL14
LUAD,0,Fibroblast,14,CCL15
LUAD,0,Fibroblast,15,MUC5AC
LUAD,0,Fibroblast,16,GPIHBP1
LUAD,0,Fibroblast,17,CHGA
LUAD,0,Fibroblast,18,SMIM39
LUAD,0,Fibroblast,19,KEL
LUAD,0,Fibroblast,20,HOXD1
LUAD,0,Fibroblast,21,TTC34
LUAD,0,Fibroblast,22,KIF1A
LUAD,0,Fibroblast,23,PM20D1
LUAD,0,Fibroblast,24,TMEM240
LUAD,0,Fibroblast,25,PFN3
LUAD,0,Fibroblast,26,PYGM
LUAD,0,Fibroblast,27,LRIT2
LUAD,0,Fibroblast,28,TULP1
LUAD,0,Fibroblast,29,NEFM
LUAD,0,Fibroblast,30,H3C13
LUAD,0,Fibroblast,31,WT1
LUAD,0,Fibroblast,32,RAB6B
LUAD,0,Fibroblast,33,ASPG
LUAD,0,Fibroblast,34,GPRIN2
LUAD,0,Fibroblast,35,PLPPR3
LUAD,0,Fibroblast,36,CCDC185
LUAD,0,Fibroblast,37,MICU3
LUAD,0,Fibroblast,38,MUC3A
LUAD,0,Fibroblast,39,TYMS
LUAD,0,Fibroblast,40,CHRFAM7A
LUAD,0,Fibroblast,41,TMEM86B
LUAD,0,Fibroblast,42,DHRS7C
LUAD,0,Fibroblast,43,RPL10L
LUAD,0,Fibroblast,44,KCNJ4
LUAD,0,Fibroblast,45,LORICRIN
LUAD,0,Fibroblast,46,GPR20
LUAD,0,Fibroblast,47,GPD1
LUAD,0,Fibroblast,48,MBD3L2B
LUAD,0,Fibroblast,49,ZDHHC11B
LUAD,0,Fibroblast,50,ARHGAP11B
LUAD,0,Fibroblast,51,GABRA3
LUAD,0,Fibroblast,52,POU3F2
LUAD,0,Fibroblast,53,ASAH2B
LUAD,0,Fibroblast,54,FEZF1
LUAD,0,Fibroblast,55,ARHGEF39
LUAD,0,Fibroblast,56,ADCYAP1
LUAD,0,Fibroblast,57,SYDE2
LUAD,0,Fibroblast,58,SOHLH1
LUAD,0,Fibroblast,59,CDCA7
LUAD,0,Fibroblast,60,OR13D1
LUAD,0,Fibroblast,61,ZNF492
LUAD,0,Fibroblast,62,KCNMB4
LUAD,0,Fibroblast,63,MUC6
LUAD,0,Fibroblast,64,CYP4V2
LUAD,0,Fibroblast,65,SMIM40
LUAD,0,Fibroblast,66,DUX4
LUAD,0,Fibroblast,67,JUN
LUAD,0,Fibroblast,68,RP11-736I24.5
LUAD,0,Fibroblast,69,CTD-2252G20.1
LUAD,0,Fibroblast,70,SLC7A4
LUAD,0,Fibroblast,71,GAS1
LUAD,0,Fibroblast,72,ZNF705E
LUAD,0,Fibroblast,73,LOXL1
LUAD,0,Fibroblast,74,HOXA7
LUAD,0,Fibroblast,75,TUBAL3
LUAD,0,Fibroblast,76,HSPA1B
LUAD,0,Fibroblast,77,DBX2
LUAD,0,Fibroblast,78,LY6L
LUAD,0,Fibroblast,79,TAT
LUAD,0,Fibroblast,80,FRMD6
LUAD,0,Fibroblast,81,OR5K3
LUAD,0,Fibroblast,82,FBXO39
LUAD,0,Fibroblast,83,DUT
LUAD,0,Fibroblast,84,SCGB3A2
LUAD,0,Fibroblast,85,PGGHG
LUAD,0,Fibroblast,86,ARL13A
LUAD,0,Fibroblast,87,PIGW
LUAD,0,Fibroblast,88,H1-2
LUAD,0,Fibroblast,89,TYW3
LUAD,0,Fibroblast,90,RNF146
LUAD,0,Fibroblast,91,SNCG
LUAD,0,Fibroblast,92,HTR6
LUAD,0,Fibroblast,93,TPSD1
LUAD,0,Fibroblast,94,PSAT1
LUAD,0,Fibroblast,95,GRIK3
LUAD,0,Fibroblast,96,H2AC4
LUAD,0,Fibroblast,97,KCNE5
LUAD,0,Fibroblast,98,TEX30
LUAD,0,Fibroblast,99,AMMECR1L
LUAD,0,Fibroblast,100,ARMCX5
LUAD,0,Fibroblast,101,CRYZ
LUAD,0,Fibroblast,102,PROM2
LUAD,0,Fibroblast,103,YAF2
LUAD,0,Fibroblast,104,PGM1
LUAD,0,Fibroblast,105,HOXA4
LUAD,0,Fibroblast,106,PCYT1B
LUAD,0,Fibroblast,107,DENND1B
LUAD,0,Fibroblast,108,NLRP2B
LUAD,0,Fibroblast,109,ASPA
LUAD,0,Fibroblast,110,MC5R
LUAD,0,Fibroblast,111,C10orf53
LUAD,0,Fibroblast,112,ALX1
LUAD,0,Fibroblast,113,IFIT5
LUAD,0,Fibroblast,114,CYP2A6
LUAD,0,Fibroblast,115,NDUFB2
LUAD,0,Fibroblast,116,RPL7
LUAD,0,Fibroblast,117,TRIL
LUAD,0,Fibroblast,118,CARHSP1
LUAD,0,Fibroblast,119,ITGB3BP
LUAD,0,Fibroblast,120,ART1
LUAD,0,Fibroblast,121,HACD1
LUAD,0,Fibroblast,122,TMEM269
LUAD,0,Fibroblast,123,USP21
LUAD,0,Fibroblast,124,NBPF1
LUAD,0,Fibroblast,125,RP3-403A15.5
LUAD,0,Fibroblast,126,ALKBH3
LUAD,0,Fibroblast,127,PHF10
LUAD,0,Fibroblast,128,SOGA3
LUAD,0,Fibroblast,129,CENPE
LUAD,0,Fibroblast,130,AVEN
LUAD,0,Fibroblast,131,CYP51A1
LUAD,0,Fibroblast,132,DNAJB1
LUAD,0,Fibroblast,133,TECR
LUAD,0,Fibroblast,134,CHRM5
LUAD,0,Fibroblast,135,HGSNAT
LUAD,0,Fibroblast,136,PTBP2
LUAD,0,Fibroblast,137,TRIM27
LUAD,0,Fibroblast,138,LRATD2
LUAD,0,Fibroblast,139,LAMP5
LUAD,0,Fibroblast,140,TAGLN2
LUAD,0,Fibroblast,141,SLC12A2
LUAD,0,Fibroblast,142,RBIS
LUAD,0,Fibroblast,143,FAM120C
LUAD,0,Fibroblast,144,PDE6C
LUAD,0,Fibroblast,145,HOXA6
LUAD,0,Fibroblast,146,RING1
LUAD,0,Fibroblast,147,GDF10
LUAD,0,Fibroblast,148,GALNT16
LUAD,0,Fibroblast,149,ERCC8
LUAD,0,Fibroblast,150,DPH6
LUAD,0,Fibroblast,151,MRPS30
LUAD,0,Fibroblast,152,CGB2
LUAD,0,Fibroblast,153,FAM174A
LUAD,0,Fibroblast,154,HPRT1
LUAD,0,Fibroblast,155,SYNCRIP
LUAD,0,Fibroblast,156,OR9A2
LUAD,0,Fibroblast,157,TP53I3
LUAD,0,Fibroblast,158,TIMM23B-AGAP6
LUAD,0,Fibroblast,159,LYZL4
LUAD,0,Fibroblast,160,ZNF641
LUAD,0,Fibroblast,161,EPHX2
LUAD,0,Fibroblast,162,ZNF135
LUAD,0,Fibroblast,163,MMEL1
LUAD,0,Fibroblast,164,CPA4
LUAD,0,Fibroblast,165,MEIG1
LUAD,0,Fibroblast,166,PPP1R36
LUAD,0,Fibroblast,167,CEP350
LUAD,0,Fibroblast,168,CGB3
LUAD,0,Fibroblast,169,SERBP1
LUAD,0,Fibroblast,170,TIMM23B
LUAD,0,Fibroblast,171,RAB11FIP5
LUAD,0,Fibroblast,172,FAM76B
LUAD,0,Fibroblast,173,CEP57
LUAD,0,Fibroblast,174,GPAM
LUAD,0,Fibroblast,175,SP9
LUAD,0,Fibroblast,176,KLF2
LUAD,0,Fibroblast,177,GFM2
LUAD,0,Fibroblast,178,NSA2
LUAD,0,Fibroblast,179,FOXB2
LUAD,0,Fibroblast,180,TMSB10
LUAD,0,Fibroblast,181,SMG8
LUAD,0,Fibroblast,182,ZNF718
LUAD,0,Fibroblast,183,PPP2R1B
LUAD,0,Fibroblast,184,HTATIP2
LUAD,0,Fibroblast,185,TCHHL1
LUAD,0,Fibroblast,186,TMSB15B
LUAD,0,Fibroblast,187,WDR3
LUAD,0,Fibroblast,188,COL20A1
LUAD,0,Fibroblast,189,PRMT9
LUAD,0,Fibroblast,190,RBM5
LUAD,0,Fibroblast,191,EFR3A
LUAD,0,Fibroblast,192,NDUFAF2
LUAD,0,Fibroblast,193,ZNF496
LUAD,0,Fibroblast,194,GIN1
LUAD,0,Fibroblast,195,UFL1
LUAD,0,Fibroblast,196,SMC3
LUAD,0,Fibroblast,197,RDH10
LUAD,0,Fibroblast,198,AMER1
LUAD,0,Fibroblast,199,DEFB124
LUAD,0,Fibroblast,200,MFSD9
LUAD,0,Macrophage,1,AIF1
LUAD,0,Macrophage,2,MSR1
LUAD,0,Macrophage,3,MRC1
LUAD,0,Macrophage,4,ITGAM
LUAD,0,Macrophage,5,MARCO
LUAD,0,Macrophage,6,CD68
LUAD,0,Macrophage,7,CSF1R
LUAD,0,Macrophage,8,OR6Q1
LUAD,0,Macrophage,9,EN2
LUAD,0,Macrophage,10,HCRTR2
LUAD,0,Macrophage,11,FSCN3
LUAD,0,Macrophage,12,FSIP2
LUAD,0,Macrophage,13,OR9Q1
LUAD,0,Macrophage,14,NKX6-3
LUAD,0,Macrophage,15,XIRP2
LUAD,0,Macrophage,16,VSTM1
LUAD,0,Macrophage,17,IGFL3
LUAD,0,Macrophage,18,HNRNPA1P48
LUAD,0,Macrophage,19,ABHD16B
LUAD,0,Macrophage,20,CNTNAP4
LUAD,0,Macrophage,21,SDR9C7
LUAD,0,Macrophage,22,C4orf17
LUAD,0,Macrophage,23,L1TD1
LUAD,0,Macrophage,24,IL36RN
LUAD,0,Macrophage,25,HCAR3
LUAD,0,Macrophage,26,IQCM
LUAD,0,Macrophage,27,CCDC81
LUAD,0,Macrophage,28,RP4-534N18.5
LUAD,0,Macrophage,29,MUSK
LUAD,0,Macrophage,30,HRH4
LUAD,0,Macrophage,31,ZNF385D
LUAD,0,Macrophage,32,CD33
LUAD,0,Macrophage,33,TRPV4
LUAD,0,Macrophage,34,COL11A1
LUAD,0,Macrophage,35,RGS18
LUAD,0,Macrophage,36,CACNG4
LUAD,0,Macrophage,37,OR52N4
LUAD,0,Macrophage,38,LRCOL1
LUAD,0,Macrophage,39,FSTL5
LUAD,0,Macrophage,40,RGS21
LUAD,0,Macrophage,41,MALRD1
LUAD,0,Macrophage,42,MYBPH
LUAD,0,Macrophage,43,SIRPD
LUAD,0,Macrophage,44,MUC13
LUAD,0,Macrophage,45,CFHR4
LUAD,0,Macrophage,46,KCNMB1
LUAD,0,Macrophage,47,CD209
LUAD,0,Macrophage,48,ADGB
LUAD,0,Macrophage,49,RPE65
LUAD,0,Macrophage,50,SLC5A4
LUAD,0,Macrophage,51,SBK3
LUAD,0,Macrophage,52,ST8SIA2
LUAD,0,Macrophage,53,FFAR4
LUAD,0,Macrophage,54,CDH8
LUAD,0,Macrophage,55,BRINP3
LUAD,0,Macrophage,56,TSBP1
LUAD,0,Macrophage,57,GFRAL
LUAD,0,Macrophage,58,SAMD5
LUAD,0,Macrophage,59,CD300E
LUAD,0,Macrophage,60,TEX46
LUAD,0,Macrophage,61,MGAT4D
LUAD,0,Macrophage,62,DSC2
LUAD,0,Macrophage,63,CCL23
LUAD,0,Macrophage,64,PRDM9
LUAD,0,Macrophage,65,FGF6
LUAD,0,Macrophage,66,TAS2R16
LUAD,0,Macrophage,67,CELA2B
LUAD,0,Macrophage,68,CHRNG
LUAD,0,Macrophage,69,CTNNA2
LUAD,0,Macrophage,70,ANKRD30A
LUAD,0,Macrophage,71,CCL2
LUAD,0,Macrophage,72,TMCO5A
LUAD,0,Macrophage,73,PPP1R17
LUAD,0,Macrophage,74,SLC1A7
LUAD,0,Macrophage,75,AADACL2
LUAD,0,Macrophage,76,CELA2A
LUAD,0,Macrophage,77,CTD-3214H19.17
LUAD,0,Macrophage,78,SORCS1
LUAD,0,Macrophage,79,EYS
LUAD,0,Macrophage,80,KBTBD13
LUAD,0,Macrophage,81,SIGLEC7
LUAD,0,Macrophage,82,NKAIN2
LUAD,0,Macrophage,83,PHYHIPL
LUAD,0,Macrophage,84,LILRA6
LUAD,0,Macrophage,85,PPFIA2
LUAD,0,Macrophage,86,MYLK4
LUAD,0,Macrophage,87,C1orf87
LUAD,0,Macrophage,88,HEPHL1
LUAD,0,Macrophage,89,BCHE
LUAD,0,Macrophage,90,SELE
LUAD,0,Macrophage,91,CLEC1A
LUAD,0,Macrophage,92,NRG1
LUAD,0,Macrophage,93,IGSF21
LUAD,0,Macrophage,94,DCANP1
LUAD,0,Macrophage,95,TIFAB
LUAD,0,Macrophage,96,NEGR1
LUAD,0,Macrophage,97,OR51B2
LUAD,0,Macrophage,98,COL9A1
LUAD,0,Macrophage,99,CARD18
LUAD,0,Macrophage,100,TNFAIP6
LUAD,0,Macrophage,101,OLFM3
LUAD,0,Macrophage,102,CXCL8
LUAD,0,Macrophage,103,KCNJ16
LUAD,0,Macrophage,104,C5orf46
LUAD,0,Macrophage,105,TLR4
LUAD,0,Macrophage,106,ZNF311
LUAD,0,Macrophage,107,OPRK1
LUAD,0,Macrophage,108,GKN2
LUAD,0,Macrophage,109,OR2A12
LUAD,0,Macrophage,110,TAS2R1
LUAD,0,Macrophage,111,MGAT4C
LUAD,0,Macrophage,112,CNTN3
LUAD,0,Macrophage,113,HLA-DMB
LUAD,0,Macrophage,114,CRHBP
LUAD,0,Macrophage,115,TREM2
LUAD,0,Macrophage,116,OVCH1
LUAD,0,Macrophage,117,CLEC4A
LUAD,0,Macrophage,118,APOC2
LUAD,0,Macrophage,119,TCN1
LUAD,0,Macrophage,120,SEMA3A
LUAD,0,Macrophage,121,OR2C3
LUAD,0,Macrophage,122,A2M
LUAD,0,Macrophage,123,FPR2
LUAD,0,Macrophage,124,C8orf34
LUAD,0,Macrophage,125,GNAT3
LUAD,0,Macrophage,126,THSD7A
LUAD,0,Macrophage,127,TNFAIP8L3
LUAD,0,Macrophage,128,UGT2A2
LUAD,0,Macrophage,129,ADAMTS19
LUAD,0,Macrophage,130,LRP1B
LUAD,0,Macrophage,131,KCND2
LUAD,0,Macrophage,132,HS6ST3
LUAD,0,Macrophage,133,POPDC2
LUAD,0,Macrophage,134,SVEP1
LUAD,0,Macrophage,135,MGAM
LUAD,0,Macrophage,136,LILRA1
LUAD,0,Macrophage,137,PDE6H
LUAD,0,Macrophage,138,S100B
LUAD,0,Macrophage,139,ASGR2
LUAD,0,Macrophage,140,ZNF804A
LUAD,0,Macrophage,141,OR2B11
LUAD,0,Macrophage,142,APOC4
LUAD,0,Macrophage,143,C3orf22
LUAD,0,Macrophage,144,CLEC4G
LUAD,0,Macrophage,145,OR2A25
LUAD,0,Macrophage,146,DEFB110
LUAD,0,Macrophage,147,IL3RA
LUAD,0,Macrophage,148,SGCZ
LUAD,0,Macrophage,149,CCL4L2
LUAD,0,Macrophage,150,APOC4-APOC2
LUAD,0,Macrophage,151,GRM1
LUAD,0,Macrophage,152,CCL19
LUAD,0,Macrophage,153,PRPS1L1
LUAD,0,Macrophage,154,MEFV
LUAD,0,Macrophage,155,ADAM18
LUAD,0,Macrophage,156,STAB1
LUAD,0,Macrophage,157,MBL2
LUAD,0,Macrophage,158,CACNB2
LUAD,0,Macrophage,159,RP11-205M5.4
LUAD,0,Macrophage,160,GABRG2
LUAD,0,Macrophage,161,QRFP
LUAD,0,Macrophage,162,S100A8
LUAD,0,Macrophage,163,GABRG1
LUAD,0,Macrophage,164,RP1
LUAD,0,Macrophage,165,HTR2C
LUAD,0,Macrophage,166,FBN2
LUAD,0,Macrophage,167,IL1B
LUAD,0,Macrophage,168,TMPRSS9
LUAD,0,Macrophage,169,LINGO2
LUAD,0,Macrophage,170,ZNF214
LUAD,0,Macrophage,171,PIK3C2G
LUAD,0,Macrophage,172,FPR1
LUAD,0,Macrophage,173,C1QC
LUAD,0,Macrophage,174,ZGLP1
LUAD,0,Macrophage,175,LRRC7
LUAD,0,Macrophage,176,LST1
LUAD,0,Macrophage,177,ADH1B
LUAD,0,Macrophage,178,FUT9
LUAD,0,Macrophage,179,C1QA
LUAD,0,Macrophage,180,CD36
LUAD,0,Macrophage,181,TACR3
LUAD,0,Macrophage,182,CCDC180
LUAD,0,Macrophage,183,HLA-DRB5
LUAD,0,Macrophage,184,SLC8A1
LUAD,0,Macrophage,185,TNNI1
LUAD,0,Macrophage,186,GPR33
LUAD,0,Macrophage,187,CDH9
LUAD,0,Macrophage,188,ARHGEF10L
LUAD,0,Macrophage,189,DKK2
LUAD,0,Macrophage,190,OR4C12
LUAD,0,Macrophage,191,ROBO2
LUAD,0,Macrophage,192,MYMX
LUAD,0,Macrophage,193,PLXDC2
LUAD,0,Macrophage,194,SERPINA1
LUAD,0,Macrophage,195,MAFB
LUAD,0,Macrophage,196,LPL
LUAD,0,Macrophage,197,GASK1B
LUAD,0,Macrophage,198,MYCT1
LUAD,0,Macrophage,199,TPPP3
LUAD,0,Macrophage,200,FPR3
LUAD,0,T_NK,1,GNLY
LUAD,0,T_NK,2,CD3E
LUAD,0,T_NK,3,NKG7
LUAD,0,T_NK,4,CD2
LUAD,0,T_NK,5,KLRD1
LUAD,0,T_NK,6,CD3G
LUAD,0,T_NK,7,CD3D
LUAD,0,T_NK,8,CD8A
LUAD,0,T_NK,9,THEMIS
LUAD,0,T_NK,10,KRTAP10-9
LUAD,0,T_NK,11,S1PR5
LUAD,0,T_NK,12,GZMH
LUAD,0,T_NK,13,KRT85
LUAD,0,T_NK,14,IL7R
LUAD,0,T_NK,15,FAM95C
LUAD,0,T_NK,16,AMT
LUAD,0,T_NK,17,GZMB
LUAD,0,T_NK,18,PRR4
LUAD,0,T_NK,19,TMIGD2
LUAD,0,T_NK,20,CCL18
LUAD,0,T_NK,21,IFNG
LUAD,0,T_NK,22,NSG1
LUAD,0,T_NK,23,UNC45B
LUAD,0,T_NK,24,LAG3
LUAD,0,T_NK,25,KRTAP12-4
LUAD,0,T_NK,26,FRMPD3
LUAD,0,T_NK,27,GZMA
LUAD,0,T_NK,28,IQCA1L
LUAD,0,T_NK,29,RTP5
LUAD,0,T_NK,30,KRTAP12-3
LUAD,0,T_NK,31,TRARG1
LUAD,0,T_NK,32,IFNL1
LUAD,0,T_NK,33,KCNA6
LUAD,0,T_NK,34,FSD1
LUAD,0,T_NK,35,CLDN2
LUAD,0,T_NK,36,PRF1
LUAD,0,T_NK,37,ANKRD61
LUAD,0,T_NK,38,CYP2F1
LUAD,0,T_NK,39,APBA2
LUAD,0,T_NK,40,ICOS
LUAD,0,T_NK,41,B3GAT1
LUAD,0,T_NK,42,LRRN3
LUAD,0,T_NK,43,GPR15
LUAD,0,T_NK,44,CEND1
LUAD,0,T_NK,45,KRT2
LUAD,0,T_NK,46,BCL11B
LUAD,0,T_NK,47,CTSW
LUAD,0,T_NK,48,ITGAD
LUAD,0,T_NK,49,SIRPG
LUAD,0,T_NK,50,KIR2DL4
LUAD,0,T_NK,51,PRR33
LUAD,0,T_NK,52,KNCN
LUAD,0,T_NK,53,KLRB1
LUAD,0,T_NK,54,VWA5B1
LUAD,0,T_NK,55,FAM163B
LUAD,0,T_NK,56,CHAT
LUAD,0,T_NK,57,SH2D1A
LUAD,0,T_NK,58,GML
LUAD,0,T_NK,59,BAIAP2L2
LUAD,0,T_NK,60,GAL
LUAD,0,T_NK,61,CCL5
LUAD,0,T_NK,62,EIF2S3B
LUAD,0,T_NK,63,TMEM151A
LUAD,0,T_NK,64,KRT73
LUAD,0,T_NK,65,H3-5
LUAD,0,T_NK,66,GRAP2
LUAD,0,T_NK,67,CLEC2A
LUAD,0,T_NK,68,DBH
LUAD,0,T_NK,69,TSPEAR
LUAD,0,T_NK,70,CD40LG
LUAD,0,T_NK,71,KRT74
LUAD,0,T_NK,72,AMH
LUAD,0,T_NK,73,BCL2L15
LUAD,0,T_NK,74,C7orf33
LUAD,0,T_NK,75,FAM71B
LUAD,0,T_NK,76,MARCHF4
LUAD,0,T_NK,77,TEX13D
LUAD,0,T_NK,78,NELL2
LUAD,0,T_NK,79,FAM166A
LUAD,0,T_NK,80,ZFP57
LUAD,0,T_NK,81,CD226
LUAD,0,T_NK,82,CDHR5
LUAD,0,T_NK,83,ZNF541
LUAD,0,T_NK,84,MRGPRX2
LUAD,0,T_NK,85,JAKMIP1
LUAD,0,T_NK,86,KRTAP4-12
LUAD,0,T_NK,87,JAKMIP2
LUAD,0,T_NK,88,XCL1
LUAD,0,T_NK,89,IL9R
LUAD,0,T_NK,90,AC142391.3
LUAD,0,T_NK,91,FAM166B
LUAD,0,T_NK,92,C4orf50
LUAD,0,T_NK,93,SYTL2
LUAD,0,T_NK,94,KRT77
LUAD,0,T_NK,95,IL2
LUAD,0,T_NK,96,SCML4
LUAD,0,T_NK,97,FAM217A
LUAD,0,T_NK,98,CATSPER4
LUAD,0,T_NK,99,TRAT1
LUAD,0,T_NK,100,RORA
LUAD,0,T_NK,101,IL2RB
LUAD,0,T_NK,102,INAVA
LUAD,0,T_NK,103,JAKMIP3
LUAD,0,T_NK,104,ZBED2
LUAD,0,T_NK,105,BRDT
LUAD,0,T_NK,106,GSC2
LUAD,0,T_NK,107,MATK
LUAD,0,T_NK,108,HOXB8
LUAD,0,T_NK,109,IL17C
LUAD,0,T_NK,110,CD200R1L
LUAD,0,T_NK,111,CTXND2
LUAD,0,T_NK,112,IL23R
LUAD,0,T_NK,113,GPR171
LUAD,0,T_NK,114,CD96
LUAD,0,T_NK,115,ZNF831
LUAD,0,T_NK,116,ZNF683
LUAD,0,T_NK,117,CAMK4
LUAD,0,T_NK,118,CXCR6
LUAD,0,T_NK,119,PRKCQ
LUAD,0,T_NK,120,F2R
LUAD,0,T_NK,121,ECSCR
LUAD,0,T_NK,122,KLRC4-KLRK1
LUAD,0,T_NK,123,KLRF1
LUAD,0,T_NK,124,CPNE7
LUAD,0,T_NK,125,OR10P1
LUAD,0,T_NK,126,ARHGDIG
LUAD,0,T_NK,127,IL12RB2
LUAD,0,T_NK,128,CRIP1
LUAD,0,T_NK,129,CD8B
LUAD,0,T_NK,130,IL3
LUAD,0,T_NK,131,HTR4
LUAD,0,T_NK,132,SLA2
LUAD,0,T_NK,133,FYCO1
LUAD,0,T_NK,134,LZTS1
LUAD,0,T_NK,135,CST7
LUAD,0,T_NK,136,FCGR3A
LUAD,0,T_NK,137,RORC
LUAD,0,T_NK,138,ABHD17A
LUAD,0,T_NK,139,LIM2
LUAD,0,T_NK,140,NMUR1
LUAD,0,T_NK,141,UBASH3A
LUAD,0,T_NK,142,MPZL3
LUAD,0,T_NK,143,PLN
LUAD,0,T_NK,144,GNG4
LUAD,0,T_NK,145,IL18R1
LUAD,0,T_NK,146,SLC17A3
LUAD,0,T_NK,147,PARD6G
LUAD,0,T_NK,148,IL32
LUAD,0,T_NK,149,CPB2
LUAD,0,T_NK,150,AGBL1
LUAD,0,T_NK,151,SFXN1
LUAD,0,T_NK,152,CXorf65
LUAD,0,T_NK,153,SLC52A1
LUAD,0,T_NK,154,PYHIN1
LUAD,0,T_NK,155,ZAP70
LUAD,0,T_NK,156,KLRC4
LUAD,0,T_NK,157,CTU2
LUAD,0,T_NK,158,MMP24
LUAD,0,T_NK,159,GPR34
LUAD,0,T_NK,160,ADAD2
LUAD,0,T_NK,161,SEC31B
LUAD,0,T_NK,162,TMEM59L
LUAD,0,T_NK,163,SARDH
LUAD,0,T_NK,164,GZMK
LUAD,0,T_NK,165,TOGARAM2
LUAD,0,T_NK,166,SPOCK2
LUAD,0,T_NK,167,FYN
LUAD,0,T_NK,168,MT3
LUAD,0,T_NK,169,NPIPB4
LUAD,0,T_NK,170,MYO7A
LUAD,0,T_NK,171,RYR2
LUAD,0,T_NK,172,RUNX3
LUAD,0,T_NK,173,NHS
LUAD,0,T_NK,174,FASLG
LUAD,0,T_NK,175,TAFA1
LUAD,0,T_NK,176,CCR5
LUAD,0,T_NK,177,LAYN
LUAD,0,T_NK,178,EOMES
LUAD,0,T_NK,179,CD6
LUAD,0,T_NK,180,BRME1
LUAD,0,T_NK,181,DNAJC8
LUAD,0,T_NK,182,ITGAE
LUAD,0,T_NK,183,AFAP1
LUAD,0,T_NK,184,CLIC3
LUAD,0,T_NK,185,SOX8
LUAD,0,T_NK,186,CDKL4
LUAD,0,T_NK,187,ADGRG1
LUAD,0,T_NK,188,TRPM8
LUAD,0,T_NK,189,KRT81
LUAD,0,T_NK,190,IKZF3
LUAD,0,T_NK,191,VPS16
LUAD,0,T_NK,192,STYK1
LUAD,0,T_NK,193,DOCK3
LUAD,0,T_NK,194,SKAP1
LUAD,0,T_NK,195,NLRC3
LUAD,0,T_NK,196,LMX1B
LUAD,0,T_NK,197,ELFN1
LUAD,0,T_NK,198,FNDC9
LUAD,0,T_NK,199,GNAO1
LUAD,0,T_NK,200,CD244
LUAD,1,B_cell,1,MS4A1
LUAD,1,B_cell,2,CD79B
LUAD,1,B_cell,3,CD79A
LUAD,1,B_cell,4,PAX5
LUAD,1,B_cell,5,CTC-264K15.5
LUAD,1,B_cell,6,FCRLA
LUAD,1,B_cell,7,FETUB
LUAD,1,B_cell,8,LCN6
LUAD,1,B_cell,9,HTR3A
LUAD,1,B_cell,10,CD19
LUAD,1,B_cell,11,CCL17
LUAD,1,B_cell,12,BANK1
LUAD,1,B_cell,13,SLC16A4
LUAD,1,B_cell,14,KLHL14
LUAD,1,B_cell,15,CNR1
LUAD,1,B_cell,16,SAMD7
LUAD,1,B_cell,17,KRTAP4-11
LUAD,1,B_cell,18,KCNH8
LUAD,1,B_cell,19,TMEM132A
LUAD,1,B_cell,20,FSD2
LUAD,1,B_cell,21,CHST10
LUAD,1,B_cell,22,TAL2
LUAD,1,B_cell,23,LIPI
LUAD,1,B_cell,24,FCER2
LUAD,1,B_cell,25,RP11-216L13.16
LUAD,1,B_cell,26,CABP4
LUAD,1,B_cell,27,SLC25A41
LUAD,1,B_cell,28,MS4A12
LUAD,1,B_cell,29,BEND5
LUAD,1,B_cell,30,BEND4
LUAD,1,B_cell,31,EBF1
LUAD,1,B_cell,32,MYL2
LUAD,1,B_cell,33,BLK
LUAD,1,B_cell,34,DTX1
LUAD,1,B_cell,35,PNOC
LUAD,1,B_cell,36,CHL1
LUAD,1,B_cell,37,UGT8
LUAD,1,B_cell,38,GLYATL2
LUAD,1,B_cell,39,INSC
LUAD,1,B_cell,40,TNFRSF13B
LUAD,1,B_cell,41,ADCYAP1R1
LUAD,1,B_cell,42,UGT2B17
LUAD,1,B_cell,43,GRIN2B
LUAD,1,B_cell,44,LPAR4
LUAD,1,B_cell,45,APCDD1L
LUAD,1,B_cell,46,GOLGA6L7
LUAD,1,B_cell,47,JCHAIN
LUAD,1,B_cell,48,FSHR
LUAD,1,B_cell,49,MOXD1
LUAD,1,B_cell,50,SCN3A
LUAD,1,B_cell,51,FCRL1
LUAD,1,B_cell,52,KCNJ13
LUAD,1,B_cell,53,TMPRSS15
LUAD,1,B_cell,54,TNFRSF17
LUAD,1,B_cell,55,UBD
LUAD,1,B_cell,56,CLECL1
LUAD,1,B_cell,57,SAA1
LUAD,1,B_cell,58,GGT6
LUAD,1,B_cell,59,RP11-468E2.6
LUAD,1,B_cell,60,GOLGA6L10
LUAD,1,B_cell,61,CDO1
LUAD,1,B_cell,62,LEFTY2
LUAD,1,B_cell,63,RBPMS2
LUAD,1,B_cell,64,ENTHD1
LUAD,1,B_cell,65,EIF4E1B
LUAD,1,B_cell,66,FOXD4L1
